,setuptools,six,Degree,HIT,Closeness,Betweenness,PageRank,classification
3157,False,False,2,1.7178562085495853e-09,0.1500652453171246,0.0,0.00017969595040219375,baja
3158,False,False,2,1.7178562085495853e-09,0.1500652453171246,0.0,0.00017969595040219375,baja
3159,False,False,2,7.65885962015918e-10,0.15003918553674478,0.0005771999991320301,0.0002325553607736393,baja
3160,False,False,1,1.8607330890392932e-11,0.13045457495294352,0.0,0.0001420643013182244,baja
3161,False,False,2,9.840423022890684e-10,0.15005872952339802,1.994661651135847e-06,0.00017968572083570787,baja
3162,False,False,2,7.845182450693084e-10,0.15003918553674478,0.0,0.00019134763978613246,baja
3163,False,False,2,2.7321598622600977e-09,0.1551864660823251,1.6915999546607823e-05,0.0001772464683016938,baja
3164,False,False,3,3.3836118103917423e-07,0.20177502333333602,0.000786946734213543,0.0002483213095778867,baja
3165,False,False,1,1.966725968544944e-09,0.15503331238351784,0.0,0.00010891657583176889,baja
3166,False,False,2,3.3740875872433974e-07,0.2015749547771,0.00027087656493131866,0.00018030221519082157,baja
3167,False,False,3,1.0213835965862483e-08,0.1747662502985274,0.00010765000025531658,0.00024290872502053472,baja
3168,False,False,5,3.381531994222137e-07,0.20163375727265925,0.0018043786769041893,0.0003866146552232986,baja
3169,False,False,3,1.0213835965862483e-08,0.1747662502985274,0.00010765000025531658,0.00024290872502053472,baja
3170,False,False,3,1.0213835965862483e-08,0.1747662502985274,0.00010765000025531658,0.00024290872502053472,baja
3171,False,False,5,1.301492655676333e-09,0.15190552501663132,9.894887024333297e-06,0.0004016236449288967,baja
3172,False,False,2,3.3620746664951e-07,0.20082530069460047,0.0010600913127807034,0.00018306249537418124,baja
3173,False,False,2,3.3691086971823184e-07,0.20358167999843188,0.00041269736569920183,0.00017992881496502666,baja
3174,False,False,2,3.3639445507062923e-07,0.20075530639868602,0.0004999413379430922,0.00018275169729132146,baja
3175,False,False,2,3.3740875872433974e-07,0.2015749547771,0.00027087656493131866,0.00018030221519082157,baja
3176,False,False,2,3.3691086971823184e-07,0.20358167999843188,0.00041269736569920183,0.00017992881496502666,baja
3177,False,False,1,7.047914997610639e-06,0.22890466284629618,0.0,0.00011469636338412677,baja
3178,False,False,1,1.4684023724488683e-07,0.17781449885024592,0.0,0.00013826785173623937,baja
3179,False,False,1,4.172760312665459e-09,0.15718390865754217,0.0,0.00015647507553818936,baja
3180,False,False,1,4.0771554364258626e-09,0.15061459947935937,0.0,0.0001389424125752375,baja
3181,False,False,2,9.917226493926832e-11,0.130919107495014,0.0005771999991320303,0.00030353546790405053,baja
3182,False,False,2,6.044009052256736e-06,0.21629757163934032,0.0005771999991320297,0.00022379005039534927,baja
3183,True,False,1,0.0005572486880002166,0.3093173364050281,0.0,0.00010846183174259837,baja
3184,True,False,2,0.0005810862004488196,0.3100109974572461,4.647128250675516e-05,0.0001665333478656083,baja
3185,False,False,2,4.07956484364168e-09,0.15064085954377907,0.0011540661636780963,0.00026827816228553657,baja
3186,False,False,1,2.4094072158178303e-12,0.11575571408270965,0.0,0.00017268271325550274,baja
3187,False,False,1,7.047914997610639e-06,0.22890466284629618,0.0,0.00011469636338412677,baja
3188,False,False,1,1.3432073557737918e-08,0.16433678552797812,0.0,0.0001298325184813036,baja
3189,False,False,1,1.3432073557737918e-08,0.16433678552797812,0.0,0.0001298325184813036,baja
3190,False,False,1,1.3432073557737918e-08,0.16433678552797812,0.0,0.0001298325184813036,baja
3191,False,False,2,1.3440006593783176e-08,0.16435241581003326,0.0005771999991320303,0.0002610939251248225,baja
3192,True,False,1,0.0005572486880002166,0.3093173364050281,0.0,0.00010846183174259837,baja
3193,False,False,6,1.6488144369463317e-06,0.22510275513928088,0.003527053471255108,0.0006075979786164801,baja
3194,False,False,1,1.3432073557737918e-08,0.16433678552797812,0.0,0.0001298325184813036,baja
